index,epoch,sample_count,train_loss,val_loss,epoch_val_loss
71,0,240,0.13434666395187378,,
72,0,244,0.0,,
73,0,248,0.07276815176010132,,
74,0,252,0.05418892949819565,,
75,0,256,0.08072608709335327,,
76,0,256,,0.035491943359375,
77,0,260,0.0,,
78,0,264,0.07465128600597382,,
79,0,268,0.11701630055904388,,
80,0,272,0.3516375422477722,,
81,0,276,0.015960633754730225,,
82,0,276,,0.333251953125,
83,0,280,0.0,,
84,0,284,0.1941400170326233,,
85,0,288,0.0611950159072876,,
86,0,292,0.2245798408985138,,
87,0,296,0.2774672508239746,,
88,0,296,,0.1265869140625,
89,0,300,0.08600040525197983,,
90,0,304,0.0857490748167038,,
91,0,308,0.07841293513774872,,
92,0,312,0.04275832697749138,,
93,0,316,0.1558348834514618,,
94,0,316,,0.0,
95,0,320,0.0,,
96,0,324,0.014092664234340191,,
97,0,328,0.17313501238822937,,
98,0,332,0.11868166923522949,,
99,0,336,0.0822521448135376,,
100,0,336,,0.0,
101,0,340,0.07129013538360596,,
102,0,344,0.3363276720046997,,
103,0,348,0.1005663275718689,,
104,0,352,0.0,,
105,0,356,0.09581522643566132,,
106,0,356,,0.1580810546875,
107,0,360,0.16146811842918396,,
108,0,364,0.0565616711974144,,
109,0,368,0.07936958968639374,,
110,0,372,0.24805641174316406,,
111,0,376,0.0,,
112,0,376,,0.10662841796875,
113,0,380,0.26197463274002075,,
114,0,384,0.04326530545949936,,
115,0,388,0.14199486374855042,,
116,0,392,0.09644147008657455,,
117,0,396,0.0,,
118,0,396,,0.08172607421875,
119,0,400,0.09320241212844849,,
120,0,404,0.1025853157043457,,
121,0,408,0.14910684525966644,,
122,0,412,0.37314996123313904,,
123,0,416,0.06518127769231796,,
124,0,416,,0.0517578125,
125,0,420,0.11445063352584839,,
126,0,424,0.0,,
127,0,428,0.10183471441268921,,
128,0,432,0.32986322045326233,,
129,0,436,0.16918933391571045,,
130,0,436,,0.09100341796875,
131,0,440,0.0733025074005127,,
132,0,444,0.20144525170326233,,
133,0,448,0.06733214855194092,,
134,0,452,0.07270729541778564,,
135,0,456,0.12066912651062012,,
136,0,456,,0.0,
137,0,460,0.17911259829998016,,
138,0,464,0.12050475925207138,,
139,0,468,0.08404809236526489,,
140,0,472,0.1098993644118309,,
141,0,476,0.0,,
142,0,476,,0.05029296875,
143,0,480,0.2005150318145752,,
144,0,484,0.08876802772283554,,
145,0,488,0.16711950302124023,,
146,0,492,0.17885243892669678,,
147,0,496,0.04466203972697258,,
148,0,496,,0.06884765625,
149,0,500,0.10705127567052841,,
150,0,504,0.08828848600387573,,
151,0,508,0.19569683074951172,,
152,0,512,0.18605735898017883,,
153,0,516,0.07356250286102295,,
154,0,516,,0.09552001953125,
155,0,520,0.0,,
156,0,524,0.11107546091079712,,
157,0,528,0.1235090121626854,,
158,0,532,0.16501283645629883,,
159,0,536,0.06363940238952637,,
160,0,536,,0.11260986328125,
161,0,540,0.07760640233755112,,
162,0,544,0.09425114095211029,,
163,0,548,0.18307483196258545,,
164,0,552,0.09821613878011703,,
165,0,556,0.11086452007293701,,
166,0,556,,0.033538818359375,
167,0,560,0.324410617351532,,
168,0,564,0.0,,
169,0,568,0.07215213775634766,,
170,0,572,0.030341625213623047,,
171,0,576,0.19099704921245575,,
172,0,576,,0.0,
173,0,580,0.12233060598373413,,
174,0,584,0.08343194425106049,,
175,0,588,0.4318177103996277,,
176,0,592,0.1128205880522728,,
177,0,596,0.10487322509288788,,
178,0,596,,0.050445556640625,
179,0,600,0.0748009905219078,,
180,0,604,0.127303808927536,,
181,0,608,0.11195089668035507,,
182,0,612,0.06819379329681396,,
183,0,616,0.21587732434272766,,
184,0,616,,0.0208282470703125,
185,0,620,0.09473459422588348,,
186,0,624,0.13856928050518036,,
187,0,628,0.08827191591262817,,
188,0,632,0.16814135015010834,,
189,0,636,0.0,,
190,0,636,,0.0986328125,
191,0,640,0.1336316168308258,,
192,0,644,0.06698771566152573,,
193,0,648,0.0,,
194,0,652,0.16964441537857056,,
195,0,656,0.060957491397857666,,
196,0,656,,0.09881591796875,
197,0,660,0.10856618732213974,,
198,0,664,0.0,,
199,0,668,0.08568456023931503,,
200,0,672,0.3269312381744385,,
201,0,676,0.05205883830785751,,
202,0,676,,0.03173828125,
203,0,680,0.038362544029951096,,
204,0,684,0.04547904059290886,,
205,0,688,0.15283766388893127,,
206,0,692,0.0664290189743042,,
207,0,696,0.12279479205608368,,
208,0,696,,0.0,
209,0,700,0.09066750854253769,,
210,0,704,0.16636767983436584,,
211,0,708,0.07454745471477509,,
212,0,712,0.19135382771492004,,
213,0,716,0.19411566853523254,,
214,0,716,,0.038238525390625,
215,0,720,0.06941002607345581,,
216,0,724,0.16959154605865479,,
217,0,728,0.4118877649307251,,
218,0,732,0.10247193276882172,,
219,0,736,0.12161749601364136,,
220,0,736,,0.09979248046875,
221,0,740,0.20945075154304504,,
222,0,744,0.10672281682491302,,
223,0,748,0.0,,
224,0,752,0.08274941146373749,,
225,0,756,0.1173408254981041,,
226,0,756,,0.07354736328125,
227,0,760,0.3069947361946106,,
228,0,764,0.11899813264608383,,
229,0,768,0.3206101655960083,,
230,0,772,0.17845788598060608,,
231,0,776,0.08769373595714569,,
232,0,776,,0.09161376953125,
233,0,780,0.10007479041814804,,
234,0,784,0.2093704789876938,,
235,0,788,0.07921725511550903,,
236,0,792,0.08583688735961914,,
237,0,796,0.060774803161621094,,
238,0,796,,0.07159423828125,
239,0,800,0.3598140478134155,,
240,0,804,0.15729229152202606,,
241,0,808,0.10159914195537567,,
242,0,812,0.0,,
243,0,816,0.14567145705223083,,
244,0,816,,0.047027587890625,
245,0,820,0.05465962737798691,,
246,0,824,0.13733437657356262,,
247,0,828,0.010753452777862549,,
248,0,832,0.20433835685253143,,
249,0,836,0.02077384851872921,,
250,0,836,,0.0458984375,
251,0,840,0.10007232427597046,,
252,0,844,0.0,,
253,0,848,0.11265097558498383,,
254,0,852,0.0805363655090332,,
255,0,856,0.09367245435714722,,
256,0,856,,0.09503173828125,
257,0,860,0.18162016570568085,,
258,0,864,0.08009885251522064,,
259,0,868,0.0718747228384018,,
260,0,872,0.10492126643657684,,
261,0,876,0.09845137596130371,,
262,0,876,,0.03662109375,
263,0,880,0.0,,
264,0,884,0.058212798088788986,,
265,0,888,0.2848682701587677,,
266,0,892,0.044483721256256104,,
267,0,896,0.0,,
268,0,896,,0.058929443359375,
269,0,900,0.06556814908981323,,
270,0,904,0.17642883956432343,,
271,0,908,0.11018045991659164,,
272,0,912,0.18133041262626648,,
273,0,916,0.016398688778281212,,
274,0,916,,0.1259765625,
275,0,920,0.07688625901937485,,
276,0,924,0.2926390767097473,,
277,0,928,0.15242761373519897,,
278,0,932,0.1312370002269745,,
279,0,936,0.09590061753988266,,
280,0,936,,0.1434326171875,
281,0,940,0.04667709395289421,,
282,0,944,0.12409961223602295,,
283,0,948,0.05059812590479851,,
284,0,952,0.02367432974278927,,
285,0,956,0.049443185329437256,,
286,0,956,,0.1326904296875,
287,0,960,0.044248562306165695,,
288,0,964,0.11118733882904053,,
289,0,968,0.07818498462438583,,
290,0,972,0.04897096008062363,,
291,0,976,0.09770488739013672,,
292,0,976,,0.11474609375,
293,0,980,0.08747904002666473,,
294,0,984,0.17168977856636047,,
295,0,988,0.08774435520172119,,
296,0,992,0.12794804573059082,,
297,0,996,0.0,,
298,0,996,,0.08917236328125,
299,0,1000,0.1553041934967041,,
300,0,1004,0.05570056289434433,,
301,0,1008,0.047180335968732834,,
302,0,1012,0.08366160094738007,,
303,0,1016,0.0,,
304,0,1016,,0.1351318359375,
305,0,1020,0.14046096801757812,,
306,0,1024,0.019047876819968224,,
307,0,1028,0.07031619548797607,,
308,0,1032,0.1128254160284996,,
309,0,1036,0.09977124631404877,,
310,0,1036,,0.08331298828125,
311,0,1040,0.1066281646490097,,
312,0,1044,0.0,,
313,0,1048,0.11449333280324936,,
314,0,1052,0.03845936059951782,,
315,0,1056,0.15253010392189026,,
316,0,1056,,0.042144775390625,
317,0,1060,0.13990668952465057,,
318,0,1064,0.39722150564193726,,
319,0,1068,0.10046454519033432,,
320,0,1072,0.008437196724116802,,
321,0,1076,0.1062617152929306,,
322,0,1076,,0.032073974609375,
323,0,1080,0.10128208249807358,,
324,0,1084,0.1816110610961914,,
325,0,1088,0.128817617893219,,
326,0,1092,0.12642847001552582,,
327,0,1096,0.05350130796432495,,
328,0,1096,,0.07440185546875,
329,0,1100,0.05676589533686638,,
330,0,1104,0.1510462462902069,,
331,0,1108,0.09103000164031982,,
332,0,1112,0.0,,
333,0,1116,0.08454024791717529,,
334,0,1116,,0.0,
335,0,1120,0.3403981626033783,,
336,0,1124,0.08399194478988647,,
337,0,1128,0.08164602518081665,,
338,0,1132,0.06441118568181992,,
339,0,1136,0.16153594851493835,,
340,0,1136,,0.07159423828125,
341,0,1140,0.09071801602840424,,
342,0,1144,0.11947401612997055,,
343,0,1148,0.09085945785045624,,
344,0,1152,0.05661505460739136,,
345,0,1156,0.09627886861562729,,
346,0,1156,,0.14599609375,
347,0,1160,0.07001684606075287,,
348,0,1164,0.05366675183176994,,
349,0,1168,0.05069126933813095,,
350,0,1172,0.4253820776939392,,
351,0,1176,0.09900512546300888,,
352,0,1176,,0.054534912109375,
353,0,1180,0.09872746467590332,,
354,0,1184,0.2961035668849945,,
355,0,1188,0.06905671209096909,,
356,0,1192,0.09696245193481445,,
357,0,1196,0.2134442776441574,,
358,0,1196,,,
359,0,1200,0.07868659496307373,,
360,0,1204,0.09978151321411133,,
361,0,1208,0.41864103078842163,,
362,0,1212,0.5634920597076416,,
363,0,1216,0.15082809329032898,,
364,0,1216,,0.107421875,
365,0,1220,0.058260463178157806,,
366,0,1224,0.03772606700658798,,
367,0,1228,0.6487118005752563,,
368,0,1232,0.5915228128433228,,
369,0,1236,0.09954967349767685,,
370,0,1236,,0.07928466796875,
371,0,1240,0.025543153285980225,,
372,0,1244,0.058355629444122314,,
373,0,1248,0.11355142295360565,,
374,0,1252,0.16696706414222717,,
375,0,1256,0.0,,
376,0,1256,,0.06640625,
377,0,1260,0.06960960477590561,,
378,0,1264,0.04234719276428223,,
379,0,1268,0.1915823519229889,,
380,0,1272,0.0583224892616272,,
381,0,1276,0.2122926115989685,,
382,0,1276,,0.09930419921875,
383,0,1280,0.06511712074279785,,
384,0,1284,0.21251097321510315,,
385,0,1288,0.04081308841705322,,
386,0,1292,0.0,,
387,0,1296,0.11344754695892334,,
388,0,1296,,0.060699462890625,
389,0,1300,0.07049785554409027,,
390,0,1304,0.10514484345912933,,
391,0,1308,0.056172870099544525,,
392,0,1312,0.30556944012641907,,
393,0,1316,0.12193906307220459,,
394,0,1316,,0.033355712890625,
395,0,1320,0.08027072995901108,,
396,0,1324,0.15519116818904877,,
397,0,1328,0.10724020004272461,,
398,0,1332,0.06852050870656967,,
399,0,1336,0.2972550094127655,,
400,0,1336,,0.09246826171875,
401,0,1340,0.09747163951396942,,
402,0,1344,0.2171759307384491,,
403,0,1348,0.21201184391975403,,
404,0,1352,0.3068214952945709,,
405,0,1356,0.1427411288022995,,
406,0,1356,,0.08514404296875,
407,0,1360,0.23310498893260956,,
408,0,1364,0.1084119901061058,,
409,0,1368,0.10027067363262177,,
410,0,1372,0.10070721805095673,,
411,0,1376,0.06833529472351074,,
412,0,1376,,0.058441162109375,
413,0,1380,0.0807533711194992,,
414,0,1384,0.09729324281215668,,
415,0,1388,0.08184518665075302,,
416,0,1392,0.06382524967193604,,
417,0,1396,0.1860305368900299,,
418,0,1396,,0.07977294921875,
419,0,1400,0.09932629764080048,,
420,0,1404,0.07567016780376434,,
421,0,1408,0.08575042337179184,,
422,0,1412,0.646033525466919,,
423,0,1416,0.09427940845489502,,
424,0,1416,,0.0,
425,0,1420,0.04514070600271225,,
426,0,1424,0.0764613151550293,,
427,0,1428,0.11845376342535019,,
428,0,1432,0.0,,
429,0,1436,0.09874336421489716,,
430,0,1436,,0.0,
431,0,1440,0.15844693779945374,,
432,0,1444,0.06468510627746582,,
433,0,1448,0.13099002838134766,,
434,0,1452,0.09545397758483887,,
435,0,1456,0.05550551414489746,,
436,0,1456,,0.0615234375,
437,0,1460,0.07565408945083618,,
438,0,1464,0.0,,
439,0,1468,0.1402515470981598,,
440,0,1472,0.03538517281413078,,
441,0,1476,0.060582660138607025,,
442,0,1476,,0.08807373046875,
443,0,1480,0.14910344779491425,,
444,0,1484,0.0,,
445,0,1488,0.030610045418143272,,
446,0,1492,0.2797624468803406,,
447,0,1496,0.09139220416545868,,
448,0,1496,,0.072265625,
449,0,1500,0.2281416654586792,,
450,0,1504,0.08066501468420029,,
451,0,1508,0.05623475834727287,,
452,0,1512,0.21454600989818573,,
453,0,1516,0.12698504328727722,,
454,0,1516,,0.0,
455,0,1520,0.19656364619731903,,
456,0,1524,0.15570935606956482,,
457,0,1528,0.08505372703075409,,
458,0,1532,0.07043453305959702,,
459,0,1536,0.0158360805362463,,
460,0,1536,,0.038238525390625,
461,0,1540,0.16832727193832397,,
462,0,1544,0.14239268004894257,,
463,0,1548,0.05766860768198967,,
464,0,1552,0.012219488620758057,,
465,0,1556,0.06434895843267441,,
466,0,1556,,0.07275390625,
467,0,1560,0.5330195426940918,,
468,0,1564,0.08633401244878769,,
469,0,1568,0.05828595161437988,,
470,0,1572,0.08278036117553711,,
471,0,1576,0.0,,
472,0,1576,,0.062164306640625,
473,0,1580,0.0683792233467102,,
474,0,1584,0.0,,
475,0,1588,0.041186295449733734,,
476,0,1592,0.057897649705410004,,
477,0,1596,0.20592179894447327,,
478,0,1596,,0.0299530029296875,
479,0,1600,0.12601076066493988,,
480,0,1604,0.03371652215719223,,
481,0,1608,0.0,,
482,0,1612,0.0,,
483,0,1616,0.05614451691508293,,
484,0,1616,,0.305419921875,
485,0,1620,0.07624655961990356,,
486,0,1624,0.09061650931835175,,
487,0,1628,0.20724794268608093,,
488,0,1632,0.10627810657024384,,
489,0,1636,0.0,,
490,0,1636,,0.06707763671875,
491,0,1640,0.09150564670562744,,
492,0,1644,0.120083749294281,,
493,0,1648,0.051954787224531174,,
494,0,1652,0.09710119664669037,,
495,0,1656,0.11482815444469452,,
496,0,1656,,0.0,
497,0,1660,0.058408223092556,,
498,0,1664,0.20099478960037231,,
499,0,1668,0.08866526931524277,,
500,0,1672,0.09681062400341034,,
501,0,1676,0.10303954780101776,,
502,0,1676,,0.11065673828125,
503,0,1680,0.0776621550321579,,
504,0,1684,0.06966006755828857,,
505,0,1688,0.17506758868694305,,
506,0,1692,0.02655128762125969,,
507,0,1696,0.0424649715423584,,
508,0,1696,,0.07647705078125,
509,0,1700,0.14390775561332703,,
510,0,1704,0.09468542039394379,,
511,0,1708,0.06714966148138046,,
512,0,1712,0.23620837926864624,,
513,0,1716,0.1005544662475586,,
514,0,1716,,0.056793212890625,
515,0,1720,0.16665422916412354,,
516,0,1724,0.021201789379119873,,
517,0,1728,0.034859418869018555,,
518,0,1732,0.13641254603862762,,
519,0,1736,0.10204990953207016,,
520,0,1736,,0.0275115966796875,
521,0,1740,0.13307881355285645,,
522,0,1744,0.1078944057226181,,
523,0,1748,0.06112142652273178,,
524,0,1752,0.0,,
525,0,1756,0.034022193402051926,,
526,0,1756,,0.2156982421875,
527,0,1760,0.2073364555835724,,
528,0,1764,0.095640167593956,,
529,0,1768,0.05285048484802246,,
530,0,1772,0.2147182822227478,,
531,0,1776,0.0,,
532,0,1776,,0.1636962890625,
533,0,1780,0.19338971376419067,,
534,0,1784,0.07967116683721542,,
535,0,1788,0.05484527349472046,,
536,0,1792,0.1283150166273117,,
537,0,1796,0.24104969203472137,,
538,0,1796,,0.0810546875,
539,0,1800,0.03631893917918205,,
540,0,1804,0.13773247599601746,,
541,0,1808,0.141279399394989,,
542,0,1812,0.10476555675268173,,
543,0,1816,0.044978540390729904,,
544,0,1816,,0.08807373046875,
545,0,1820,0.051496706902980804,,
546,0,1824,0.08076596260070801,,
547,0,1828,0.10032834857702255,,
548,0,1832,0.07392804324626923,,
549,0,1836,0.07250456511974335,,
550,0,1836,,0.0,
551,0,1840,0.03701963275671005,,
552,0,1844,0.07194554805755615,,
553,0,1848,0.09124855697154999,,
554,0,1852,0.02205944061279297,,
555,0,1856,0.13392852246761322,,
556,0,1856,,0.045074462890625,
557,0,1860,0.07364831864833832,,
558,0,1864,0.0,,
559,0,1868,0.06163543462753296,,
560,0,1872,0.13527804613113403,,
561,0,1876,0.034556590020656586,,
562,0,1876,,0.10772705078125,
563,0,1880,0.11630068719387054,,
564,0,1884,0.06698062270879745,,
565,0,1888,0.0940650925040245,,
566,0,1892,0.2404564917087555,,
567,0,1896,0.08997853845357895,,
568,0,1896,,0.07550048828125,
569,0,1900,0.03417712450027466,,
570,0,1904,0.11939255893230438,,
571,0,1908,0.19506299495697021,,
572,0,1912,0.08016916364431381,,
573,0,1916,0.2841172218322754,,
574,0,1916,,0.051116943359375,
575,0,1920,0.0984937995672226,,
576,0,1924,0.041159868240356445,,
577,0,1928,0.07431161403656006,,
578,0,1932,0.08311891555786133,,
579,0,1936,0.2013586163520813,,
580,0,1936,,0.2392578125,
581,0,1940,0.07713695615530014,,
582,0,1944,0.3238551616668701,,
583,0,1948,0.09171058982610703,,
584,0,1952,0.07566219568252563,,
585,0,1956,0.14754539728164673,,
586,0,1956,,0.0546875,
587,0,1960,0.06648389995098114,,
588,0,1964,0.07975876331329346,,
589,0,1968,0.09288203716278076,,
590,0,1972,0.02988721989095211,,
591,0,1976,0.1145021915435791,,
592,0,1976,,0.06463623046875,
593,0,1980,0.1025756224989891,,
594,0,1984,0.059498608112335205,,
595,0,1988,0.04606839269399643,,
596,0,1992,0.02896861359477043,,
597,0,1996,0.09164774417877197,,
598,0,1996,,0.08367919921875,
599,0,2000,0.09748248755931854,,
600,0,2004,0.09753970801830292,,
601,0,2008,0.07282920926809311,,
602,0,2012,0.043097853660583496,,
603,0,2016,0.11618602275848389,,
604,0,2016,,0.047515869140625,
605,0,2020,0.12972807884216309,,
606,0,2024,0.0,,
607,0,2028,0.13297224044799805,,
608,0,2032,0.1838623285293579,,
609,0,2036,0.014270147308707237,,
610,0,2036,,0.061187744140625,
611,0,2040,0.08859746158123016,,
612,0,2044,0.1088392585515976,,
613,0,2048,0.1425730437040329,,
614,0,2052,0.06411977857351303,,
615,0,2056,0.13883070647716522,,
616,0,2056,,0.06298828125,
617,0,2060,0.08196496963500977,,
618,0,2064,0.015123924240469933,,
619,0,2068,0.0876350998878479,,
620,0,2072,0.041690051555633545,,
621,0,2076,0.0176213588565588,,
622,0,2076,,0.08917236328125,
623,0,2080,0.0854300856590271,,
624,0,2084,0.09375333786010742,,
625,0,2088,0.19103479385375977,,
626,0,2092,0.03820868581533432,,
627,0,2096,0.07882899045944214,,
628,0,2096,,0.07257080078125,
629,0,2100,0.0,,
630,0,2104,0.10671748965978622,,
631,0,2108,0.0,,
632,0,2112,0.09924183785915375,,
633,0,2116,0.05703346058726311,,
634,0,2116,,0.009765625,
635,0,2120,0.07546363770961761,,
636,0,2124,0.2633754014968872,,
637,0,2128,0.06722551584243774,,
638,0,2132,0.0,,
639,0,2136,0.07478531450033188,,
640,0,2136,,0.0703125,
641,0,2140,0.11543705314397812,,
642,0,2144,0.10919030755758286,,
643,0,2148,0.01482911966741085,,
644,0,2152,0.06755262613296509,,
645,0,2156,0.08024643361568451,,
646,0,2156,,0.11444091796875,
647,0,2160,0.07474754750728607,,
648,0,2164,0.06586414575576782,,
649,0,2168,0.3916506767272949,,
650,0,2172,0.06897100061178207,,
651,0,2176,0.05740082263946533,,
652,0,2176,,0.01448822021484375,
653,0,2180,0.11285966634750366,,
654,0,2184,0.07533955574035645,,
655,0,2188,0.04946522042155266,,
656,0,2192,0.1136530265212059,,
657,0,2196,0.14951586723327637,,
658,0,2196,,0.02392578125,
659,0,2200,0.0860350951552391,,
660,0,2204,0.063957080245018,,
661,0,2208,0.09647886455059052,,
662,0,2212,0.13449816405773163,,
663,0,2216,0.3333333432674408,,
664,0,2216,,0.045745849609375,
665,0,2220,0.05362626165151596,,
666,0,2224,0.0,,
667,0,2228,0.1770395040512085,,
668,0,2232,0.13155406713485718,,
669,0,2236,0.08649319410324097,,
670,0,2236,,0.0,
671,0,2240,0.3727905750274658,,
672,0,2244,0.0,,
673,0,2248,0.11362022161483765,,
674,0,2252,0.09551694244146347,,
675,0,2256,0.1019623726606369,,
676,0,2256,,0.1324462890625,
677,0,2260,0.07985570281744003,,
678,0,2264,0.08939284086227417,,
679,0,2268,0.33026498556137085,,
680,0,2272,0.0937558263540268,,
681,0,2276,0.5358437895774841,,
682,0,2276,,0.034332275390625,
683,0,2280,0.0,,
684,0,2284,0.08078138530254364,,
685,0,2288,0.0,,
686,0,2292,0.04677917808294296,,
687,0,2296,0.06944503635168076,,
688,0,2296,,0.38037109375,
689,0,2300,0.013329963199794292,,
690,0,2304,0.044802308082580566,,
691,0,2308,0.06771445274353027,,
692,0,2312,0.41905295848846436,,
693,0,2316,0.057036541402339935,,
694,0,2316,,0.050628662109375,
695,0,2320,0.16580930352210999,,
696,0,2324,0.42793893814086914,,
697,0,2328,0.08541393280029297,,
698,0,2332,0.08959212154150009,,
699,0,2336,0.3017827868461609,,
700,0,2336,,0.025390625,
701,0,2340,0.06191983073949814,,
702,0,2344,0.09161683171987534,,
703,0,2348,0.07026688754558563,,
704,0,2352,0.1216372698545456,,
705,0,2356,0.050533395260572433,,
706,0,2356,,0.08233642578125,
707,0,2360,0.0,,
708,0,2364,0.06289921700954437,,
709,0,2368,0.07324248552322388,,
710,0,2372,0.05127382278442383,,
711,0,2376,0.06193993613123894,,
712,0,2376,,0.055328369140625,
713,0,2380,0.036862295120954514,,
714,0,2384,0.0,,
715,0,2388,0.3333333432674408,,
716,0,2392,0.303268700838089,,
717,0,2396,0.08784159272909164,,
718,0,2396,,0.02294921875,
719,0,2400,0.145791158080101,,
720,0,2404,0.009969472885131836,,
721,0,2408,0.08341890573501587,,
722,0,2412,0.08629713952541351,,
723,0,2416,0.03076726198196411,,
724,0,2416,,0.033355712890625,
725,0,2420,0.05711587518453598,,
726,0,2424,0.03131103515625,,
727,0,2428,0.05030330270528793,,
728,0,2432,0.0,,
729,0,2436,0.10054038465023041,,
730,0,2436,,0.07305908203125,
731,0,2440,0.10577168315649033,,
732,0,2444,0.2863304018974304,,
733,0,2448,0.402545303106308,,
734,0,2452,0.16596506536006927,,
735,0,2456,0.060900986194610596,,
736,0,2456,,0.042327880859375,
737,0,2460,0.1752144694328308,,
738,0,2464,0.4907352328300476,,
739,0,2468,0.11077328771352768,,
740,0,2472,0.11513074487447739,,
741,0,2476,0.14209428429603577,,
742,0,2476,,0.041015625,
743,0,2480,0.02075537107884884,,
744,0,2484,0.11705523729324341,,
745,0,2488,0.05640387535095215,,
746,0,2492,0.328450471162796,,
747,0,2496,0.08578044176101685,,
748,0,2496,,0.0712890625,
749,0,2500,0.18720583617687225,,
750,0,2504,0.0,,
751,0,2508,0.08181756734848022,,
752,0,2512,0.041724562644958496,,
753,0,2516,0.10614484548568726,,
754,0,2516,,0.055328369140625,
755,0,2520,0.11436551809310913,,
756,0,2524,0.0,,
757,0,2528,0.13899442553520203,,
758,0,2532,0.07271230220794678,,
759,0,2536,0.27865034341812134,,
760,0,2536,,0.08074951171875,
761,0,2540,0.14813891053199768,,
762,0,2544,0.07961871474981308,,
763,0,2548,0.10570430755615234,,
764,0,2552,0.184235081076622,,
765,0,2556,0.053665243089199066,,
766,0,2556,,0.09259033203125,
767,0,2560,0.11327892541885376,,
768,0,2564,0.03725270554423332,,
769,0,2568,0.06689397990703583,,
770,0,2572,0.08336035907268524,,
771,0,2576,0.13321354985237122,,
772,0,2576,,,
773,0,2580,0.4220464825630188,,
774,0,2584,0.08889812231063843,,
775,0,2588,0.06564019620418549,,
776,0,2592,0.1036490797996521,,
777,0,2596,0.2147022783756256,,
778,0,2596,,0.07598876953125,
779,0,2600,0.08568064868450165,,
780,0,2604,0.20962539315223694,,
781,0,2608,0.033078454434871674,,
782,0,2612,0.09293536841869354,,
783,0,2616,0.19911327958106995,,
784,0,2616,,0.12890625,
785,0,2620,0.09291871637105942,,
786,0,2624,0.08067619800567627,,
787,0,2628,0.047021329402923584,,
788,0,2632,0.09834810346364975,,
789,0,2636,0.07938472926616669,,
790,0,2636,,0.06805419921875,
791,0,2640,0.01822928711771965,,
792,0,2644,0.08507343381643295,,
793,0,2648,0.12203433364629745,,
794,0,2652,0.14716893434524536,,
795,0,2656,0.1946362555027008,,
796,0,2656,,0.276611328125,
797,0,2660,0.08204691112041473,,
798,0,2664,0.12200915813446045,,
799,0,2668,0.08824644982814789,,
800,0,2672,0.11854521930217743,,
801,0,2676,0.08235657215118408,,
802,0,2676,,0.0185546875,
803,0,2680,0.1108289361000061,,
804,0,2684,0.044658444821834564,,
805,0,2688,0.06314343214035034,,
806,0,2692,0.08516516536474228,,
807,0,2696,0.10880323499441147,,
808,0,2696,,0.07452392578125,
809,0,2700,0.07583115994930267,,
810,0,2704,0.030928950756788254,,
811,0,2708,0.14140848815441132,,
812,0,2712,0.10574512183666229,,
813,0,2716,0.10183074325323105,,
814,0,2716,,0.1671142578125,
815,0,2720,0.03377952426671982,,
816,0,2724,0.08291999995708466,,
817,0,2728,0.10994553565979004,,
818,0,2732,0.08340074867010117,,
819,0,2736,0.037445567548274994,,
